Party,Parent Category,Category,Gas,Unit,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Greece,3.F Field Burning of Agricultural Residues,3.F.1.b Barley,N₂O,kt,0.00226114,0.00226114,0.00342025,0.00311719,0.00299462,0.00301427,0.00298086,0.00258823,0.00252832,0.00239492,0.00208086,0.00219413,0.00199958,0.00197829,0.00163139,0.00169334,0.00169165,0.00173198,0.00204083,0.0025657,0.00246534,0.00225313,0.00231059,0.00243596,0.00276037,0.00304851,0.00298872,0.00276436,0.00263272,0.00264031,0.00263534
Greece,3.F Field Burning of Agricultural Residues,3.F.1.c Maize,Aggregate GHGs,kt CO₂ equivalent,17.239,17.239,19.9243,17.9365,17.9587,17.7327,15.7446,18.0643,18.8877,16.2517,17.158,17.4462,18.7722,18.5171,19.817,20.9888,21.6981,20.2876,20.5192,24.7557,20.8256,18.3109,19.6237,19.0616,19.4815,15.9611,14.6972,12.8906,12.6378,11.0275,11.7958
Greece,3.F Field Burning of Agricultural Residues,3.F.1.c Maize,CH₄,kt,0.494889,0.494889,0.571979,0.514915,0.515551,0.509062,0.45199,0.518581,0.54222,0.466548,0.492565,0.50084,0.538905,0.53158,0.568897,0.602539,0.622901,0.582407,0.589055,0.710677,0.597854,0.525662,0.563348,0.547212,0.559266,0.458206,0.421923,0.370057,0.362801,0.316572,0.338628
Greece,3.F Field Burning of Agricultural Residues,3.F.1.c Maize,N₂O,kt,0.0163313,0.0163313,0.0188753,0.0169922,0.0170132,0.0167991,0.0149157,0.0171132,0.0178932,0.0153961,0.0162546,0.0165277,0.0177839,0.0175422,0.0187736,0.0198838,0.0205557,0.0192194,0.0194388,0.0234523,0.0197292,0.0173469,0.0185905,0.018058,0.0184558,0.0151208,0.0139234,0.0122119,0.0119724,0.0104469,0.0111747
Greece,3.F Field Burning of Agricultural Residues,3.F.1.d Other,Aggregate GHGs,kt CO₂ equivalent,2.04341,2.04341,2.289,2.28923,2.75273,3.17558,3.41071,3.42641,3.36908,3.24335,2.90298,2.724,2.79465,2.89737,2.72128,2.95125,2.90413,3.14712,3.11647,3.2149,3.50801,3.40698,3.80771,3.58456,3.60975,3.60626,4.09309,4.1361,4.16356,3.70957,3.96277
Greece,3.F Field Burning of Agricultural Residues,3.F.1.d Other,CH₄,kt,0.063582,0.063582,0.0711225,0.0712084,0.0857285,0.0989863,0.106344,0.106877,0.105085,0.101071,0.0904681,0.0848315,0.0870266,0.0902862,0.0847973,0.0919599,0.0904884,0.0980781,0.0971271,0.100166,0.109365,0.106213,0.11879,0.111804,0.112606,0.112468,0.127666,0.12906,0.129934,0.115678,0.123623
Greece,3.F Field Burning of Agricultural Residues,3.F.1.d Other,N₂O,kt,0.00152303,0.00152303,0.00171455,0.0017081,0.00204537,0.00235209,0.00252385,0.00253178,0.00248974,0.00240463,0.00215195,0.0020242,0.00207713,0.00214836,0.00201794,0.00218875,0.0021541,0.00233279,0.00230971,0.00238506,0.00259689,0.00252234,0.00281191,0.00264922,0.00266642,0.00266633,0.00302497,0.00305238,0.00307119,0.00274373,0.00292685
Greece,3.F Field Burning of Agricultural Residues,3.F.2 Pulses,Aggregate GHGs,kt CO₂ equivalent,0.494237,0.494237,0.556019,0.538618,0.519481,0.47523,0.487975,0.525155,0.485979,0.463918,0.48346,0.484813,0.461921,0.456193,0.446297,0.426807,0.413585,0.422039,0.431107,0.348088,0.371923,0.390295,0.437412,0.358568,0.359651,0.309954,0.348163,0.291787,0.283683,0.294923,0.288733
Greece,3.F Field Burning of Agricultural Residues,3.F.2 Pulses,CH₄,kt,0.0152658,0.0152658,0.0171741,0.0166366,0.0160455,0.0146787,0.0150724,0.0162208,0.0150107,0.0143293,0.0149329,0.0149747,0.0142676,0.0140907,0.013785,0.013183,0.0127746,0.0130358,0.0133158,0.0107516,0.0114878,0.0120553,0.0135106,0.0110753,0.0111087,0.00957371,0.0107539,0.0090126,0.00876228,0.00910945,0.00891825
Greece,3.F Field Burning of Agricultural Residues,3.F.2 Pulses,N₂O,kt,0.000377828,0.000377828,0.000425058,0.000411755,0.000397126,0.000363298,0.000373041,0.000401464,0.000371515,0.00035465,0.000369589,0.000370623,0.000353124,0.000348745,0.000341179,0.00032628,0.000316172,0.000322635,0.000329567,0.000266102,0.000284323,0.000298368,0.000334387,0.000274114,0.000274941,0.000236949,0.000266159,0.000223062,0.000216866,0.000225459,0.000220727
Greece,3.F Field Burning of Agricultural Residues,3.F.3 Tubers and Roots,Aggregate GHGs,kt CO₂ equivalent,1.65763,1.65763,1.63916,1.91441,1.77249,1.61495,1.64558,1.56955,1.66499,1.48285,1.56109,1.69378,1.70214,1.58116,1.34818,1.37281,1.48709,1.25767,0.968125,0.956766,1.15004,0.979023,0.856778,0.863228,0.807488,0.604007,0.542346,0.467161,0.449193,0.361788,0.402331
Greece,3.F Field Burning of Agricultural Residues,3.F.3 Tubers and Roots,CH₄,kt,0.0512002,0.0512002,0.0506295,0.0591316,0.0547479,0.049882,0.050828,0.0484796,0.0514275,0.0458017,0.0482182,0.0523167,0.0525751,0.048838,0.0416419,0.0424028,0.0459327,0.0388463,0.029903,0.0295522,0.0355219,0.0302396,0.0264638,0.026663,0.0249413,0.0186563,0.0167518,0.0144295,0.0138745,0.0111747,0.012427
Greece,3.F Field Burning of Agricultural Residues,3.F.3 Tubers and Roots,N₂O,kt,0.0012672,0.0012672,0.00125308,0.00146351,0.00135501,0.00123458,0.00125799,0.00119987,0.00127283,0.00113359,0.0011934,0.00129484,0.00130123,0.00120874,0.00103064,0.00104947,0.00113683,0.000961446,0.0007401,0.000731416,0.000879168,0.000748431,0.000654978,0.000659909,0.000617298,0.000461743,0.000414606,0.000357129,0.000343393,0.000276575,0.000307569
Greece,3.F.1 Cereals,3.F.1.a Wheat,Aggregate GHGs,kt CO₂ equivalent,20.1751,20.1751,32.9219,23.823,21.6413,25.7179,24.0979,21.7491,21.6687,21.4739,20.5763,22.7293,22.8676,21.6101,17.9548,21.4616,21.28,18.5713,17.1841,21.4406,22.2776,19.9899,19.3362,19.1243,19.0704,16.3483,15.1854,16.248,17.0604,13.1228,15.0671
Greece,3.F.1 Cereals,3.F.1.a Wheat,CH₄,kt,0.652908,0.652908,1.06542,0.770962,0.700358,0.832283,0.779858,0.703846,0.701242,0.694941,0.665892,0.735566,0.740041,0.699347,0.581054,0.694541,0.688664,0.601004,0.556114,0.693863,0.72095,0.646914,0.625759,0.618901,0.617158,0.529066,0.491431,0.525818,0.552109,0.424682,0.487602
Greece,3.F.1 Cereals,3.F.1.a Wheat,N₂O,kt,0.0129276,0.0129276,0.0210953,0.015265,0.0138671,0.0164792,0.0154412,0.0139361,0.0138846,0.0137598,0.0131847,0.0145642,0.0146528,0.0138471,0.0115049,0.0137519,0.0136355,0.0118999,0.0110111,0.0137385,0.0142748,0.0128089,0.01239,0.0122542,0.0122197,0.0104755,0.00973033,0.0104112,0.0109318,0.00840869,0.00965452
Greece,3.F.1 Cereals,3.F.1.b Barley,Aggregate GHGs,kt CO₂ equivalent,2.9578,2.9578,4.47403,4.0776,3.91726,3.94297,3.89927,3.38567,3.3073,3.13279,2.72198,2.87014,2.61565,2.5878,2.13402,2.21506,2.21285,2.2656,2.66961,3.35619,3.22492,2.94732,3.02249,3.18648,3.61085,3.98775,3.90955,3.61606,3.44387,3.45379,3.44729
Greece,3.F.1 Cereals,3.F.1.b Barley,CH₄,kt,0.0913591,0.0913591,0.138192,0.125947,0.120995,0.121789,0.120439,0.104575,0.102154,0.0967644,0.0840752,0.0886517,0.0807911,0.0799309,0.0659146,0.0684177,0.0683495,0.069979,0.0824577,0.103665,0.0996098,0.0910354,0.0933572,0.0984225,0.11153,0.123172,0.120756,0.111691,0.106373,0.106679,0.106478
Greece,3.F.1 Cereals,3.F.1.b Barley,N₂O,kt,0.00226114,0.00226114,0.00342025,0.00311719,0.00299462,0.00301427,0.00298086,0.00258823,0.00252832,0.00239492,0.00208086,0.00219413,0.00199958,0.00197829,0.00163139,0.00169334,0.00169165,0.00173198,0.00204083,0.0025657,0.00246534,0.00225313,0.00231059,0.00243596,0.00276037,0.00304851,0.00298872,0.00276436,0.00263272,0.00264031,0.00263534
Greece,3.F.1 Cereals,3.F.1.c Maize,Aggregate GHGs,kt CO₂ equivalent,17.239,17.239,19.9243,17.9365,17.9587,17.7327,15.7446,18.0643,18.8877,16.2517,17.158,17.4462,18.7722,18.5171,19.817,20.9888,21.6981,20.2876,20.5192,24.7557,20.8256,18.3109,19.6237,19.0616,19.4815,15.9611,14.6972,12.8906,12.6378,11.0275,11.7958
Greece,3.F.1 Cereals,3.F.1.c Maize,CH₄,kt,0.494889,0.494889,0.571979,0.514915,0.515551,0.509062,0.45199,0.518581,0.54222,0.466548,0.492565,0.50084,0.538905,0.53158,0.568897,0.602539,0.622901,0.582407,0.589055,0.710677,0.597854,0.525662,0.563348,0.547212,0.559266,0.458206,0.421923,0.370057,0.362801,0.316572,0.338628
Greece,3.F.1 Cereals,3.F.1.c Maize,N₂O,kt,0.0163313,0.0163313,0.0188753,0.0169922,0.0170132,0.0167991,0.0149157,0.0171132,0.0178932,0.0153961,0.0162546,0.0165277,0.0177839,0.0175422,0.0187736,0.0198838,0.0205557,0.0192194,0.0194388,0.0234523,0.0197292,0.0173469,0.0185905,0.018058,0.0184558,0.0151208,0.0139234,0.0122119,0.0119724,0.0104469,0.0111747
Greece,3.F.1 Cereals,3.F.1.d Other,Aggregate GHGs,kt CO₂ equivalent,2.04341,2.04341,2.289,2.28923,2.75273,3.17558,3.41071,3.42641,3.36908,3.24335,2.90298,2.724,2.79465,2.89737,2.72128,2.95125,2.90413,3.14712,3.11647,3.2149,3.50801,3.40698,3.80771,3.58456,3.60975,3.60626,4.09309,4.1361,4.16356,3.70957,3.96277
Greece,3.F.1 Cereals,3.F.1.d Other,CH₄,kt,0.063582,0.063582,0.0711225,0.0712084,0.0857285,0.0989863,0.106344,0.106877,0.105085,0.101071,0.0904681,0.0848315,0.0870266,0.0902862,0.0847973,0.0919599,0.0904884,0.0980781,0.0971271,0.100166,0.109365,0.106213,0.11879,0.111804,0.112606,0.112468,0.127666,0.12906,0.129934,0.115678,0.123623
Greece,3.F.1 Cereals,3.F.1.d Other,N₂O,kt,0.00152303,0.00152303,0.00171455,0.0017081,0.00204537,0.00235209,0.00252385,0.00253178,0.00248974,0.00240463,0.00215195,0.0020242,0.00207713,0.00214836,0.00201794,0.00218875,0.0021541,0.00233279,0.00230971,0.00238506,0.00259689,0.00252234,0.00281191,0.00264922,0.00266642,0.00266633,0.00302497,0.00305238,0.00307119,0.00274373,0.00292685
Greece,"4. Land Use, Land-Use Change and Forestry",4.A Forest Land,Aggregate GHGs,kt CO₂ equivalent,-1091.56,-1091.56,-1257.76,-1508.37,-1557.5,-1298.46,-1553.79,-1620.05,-1262.78,-1138.45,-1577.01,-966.346,-1781.35,-1873.45,-1885.79,-1873.25,-2288.41,-2229.77,-1254.91,-2019.14,-2022.12,-2133.78,-2154.75,-2083.41,-2186.96,-2200.42,-2164.88,-2145.83,-2115.53,-2201.89,-1639.2
Greece,"4. Land Use, Land-Use Change and Forestry",4.A Forest Land,CH₄,kt,1.87894,1.87894,0.711994,2.0618,2.14878,1.88004,1.23659,0.511427,1.50371,4.71784,0.300866,5.83731,0.617628,0.0586677,0.0885176,0.232239,0.195853,0.584996,7.713,1.20082,1.30788,0.554483,0.237287,0.876373,0.0668919,0.0430964,0.170166,0.490884,0.217925,0.159085,2.58078
Greece,"4. Land Use, Land-Use Change and Forestry",4.A Forest Land,CO₂,kt,-1142.39,-1142.39,-1277.01,-1564.14,-1615.62,-1349.31,-1587.24,-1633.88,-1303.45,-1266.06,-1585.14,-1124.24,-1798.06,-1875.04,-1888.18,-1879.53,-2293.7,-2245.6,-1463.54,-2051.62,-2057.5,-2148.78,-2161.17,-2107.11,-2188.77,-2201.58,-2169.48,-2159.11,-2121.43,-2206.19,-1709.01
Greece,"4. Land Use, Land-Use Change and Forestry",4.A Forest Land,N₂O,kt,0.0129177,0.0129177,0.00489496,0.0141749,0.0147728,0.0129253,0.00850157,0.00351606,0.010338,0.0324352,0.00206846,0.0401315,0.00424619,0.000403341,0.000608559,0.00159664,0.00134649,0.00402185,0.0530269,0.00825566,0.00899167,0.00381207,0.00163135,0.00602506,0.000459882,0.000296288,0.00116989,0.00337483,0.00149823,0.00109371,0.0177429
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.1 Forest Land Remaining Forest Land,Aggregate GHGs,kt CO₂ equivalent,-1091.56,-1091.56,-1257.76,-1508.37,-1557.5,-1289.83,-1531.18,-1590.8,-1216.09,-1087.38,-1489.98,-919.693,-1711.47,-1771.97,-1799.23,-1785.85,-2172.85,-2116.39,-1269.01,-1935.14,-1924.21,-2001.24,-2033.69,-1968.37,-2051.1,-2063.83,-2060.88,-2042.44,-2069.72,-2075,-1533.53
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.1 Forest Land Remaining Forest Land,CH₄,kt,1.87894,1.87894,0.711994,2.0618,2.14878,1.87643,1.23107,0.507926,1.48631,4.65664,0.296026,5.73265,0.606066,0.0575285,0.0865885,0.226751,0.190952,0.569801,7.51266,1.16941,1.27347,0.539894,0.230949,0.852961,0.065105,0.0420258,0.166363,0.481064,0.214585,0.15754,2.57834
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.1 Forest Land Remaining Forest Land,CO₂,kt,-1142.39,-1142.39,-1277.01,-1564.14,-1615.62,-1340.59,-1564.48,-1604.54,-1256.3,-1213.33,-1497.99,-1074.75,-1727.87,-1773.53,-1801.58,-1791.98,-2178.01,-2131.8,-1472.22,-1966.77,-1958.65,-2015.85,-2039.93,-1991.44,-2052.86,-2064.97,-2065.38,-2055.45,-2075.52,-2079.26,-1603.27
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.1 Forest Land Remaining Forest Land,N₂O,kt,0.0129177,0.0129177,0.00489496,0.0141749,0.0147728,0.0129005,0.00846358,0.00349199,0.0102184,0.0320144,0.00203518,0.039412,0.0041667,0.000395508,0.000595296,0.00155891,0.00131279,0.00391738,0.0516496,0.0080397,0.00875509,0.00371177,0.00158777,0.00586411,0.000447597,0.000288927,0.00114375,0.00330732,0.00147527,0.00108309,0.0177261
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.2 Land Converted to Forest Land,Aggregate GHGs,kt CO₂ equivalent,,,,,,-8.62648,-22.6085,-29.2462,-46.6817,-51.0695,-87.0207,-46.6533,-69.8803,-101.478,-86.5556,-87.3997,-115.557,-113.386,14.099,-84.0005,-97.9154,-132.536,-121.06,-115.038,-135.854,-136.588,-103.997,-103.393,-45.8173,-126.888,-105.671
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.2 Land Converted to Forest Land,CH₄,kt,,,,,,0.00360943,0.0055254,0.00350101,0.0173923,0.0612083,0.0048401,0.104652,0.0115623,0.00113923,0.00192917,0.0054882,0.00490155,0.0151948,0.200339,0.0314132,0.034411,0.0145888,0.00633891,0.0234115,0.00178695,0.00107059,0.00380246,0.00982035,0.0033397,0.00154421,0.00244143
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.2 Land Converted to Forest Land,CO₂,kt,,,,,,-8.72411,-22.7579,-29.3409,-47.1521,-52.7251,-87.1517,-49.484,-70.1931,-101.509,-86.6078,-87.5482,-115.69,-113.797,8.68008,-84.8502,-98.8462,-132.931,-121.232,-115.672,-135.903,-136.617,-104.1,-103.659,-45.9076,-126.93,-105.737
Greece,"4. Land Use, Land-Use Change and Forestry",4.A.2 Land Converted to Forest Land,N₂O,kt,,,,,,2.48149e-05,3.79871e-05,2.40695e-05,0.000119572,0.000420807,3.32757e-05,0.000719481,7.94911e-05,7.83219e-06,1.3263e-05,3.77314e-05,3.36981e-05,0.000104464,0.00137733,0.000215966,0.000236576,0.000100298,4.358e-05,0.000160954,1.22853e-05,7.36034e-06,2.61419e-05,6.75149e-05,2.29604e-05,1.06164e-05,1.67848e-05
Greece,"4. Land Use, Land-Use Change and Forestry",4.B Cropland,Aggregate GHGs,kt CO₂ equivalent,-754.872,-754.872,-799.153,-795.291,-1031.57,-957.176,-1034.78,-393.819,-979.395,-824.262,-1008.41,-857.459,-616.516,-755.116,-418.912,-492.104,-629.108,-611.766,255.585,-667.44,-509.673,-308.182,-552.799,-565.735,975.401,2295.89,-590.448,-247.917,-122.615,-387.56,-361.907
Greece,"4. Land Use, Land-Use Change and Forestry",4.B Cropland,CO₂,kt,-755.393,-755.393,-800.194,-796.334,-1032.62,-958.223,-1035.82,-394.867,-980.444,-825.311,-1009.46,-859.136,-618.882,-757.483,-421.279,-494.474,-631.478,-614.136,253.212,-669.813,-512.046,-310.037,-554.137,-567.073,974.063,2294.54,-591.79,-249.26,-123.959,-388.905,-363.26
Greece,"4. Land Use, Land-Use Change and Forestry",4.B Cropland,N₂O,kt,0.00174776,0.00174776,0.00349553,0.00349915,0.00350897,0.00351076,0.00351601,0.00351878,0.00351934,0.00352015,0.00352285,0.00562667,0.00793929,0.00794164,0.00794526,0.007953,0.0079535,0.00795497,0.00795998,0.00796043,0.00796227,0.00622516,0.00449002,0.00448726,0.00449006,0.0045092,0.00450394,0.00450726,0.00451073,0.00451226,0.00454103
Greece,"4. Land Use, Land-Use Change and Forestry",4.B.1 Cropland Remaining Cropland,Aggregate GHGs,kt CO₂ equivalent,-807.671,-807.671,-858.65,-808.725,-1045.23,-970.573,-1048.3,-407.338,-992.779,-837.7,-1021.94,-934.398,-707.811,-785.407,-449.257,-522.497,-659.318,-642.018,225.22,-697.686,-539.963,-332.123,-569.916,-582.801,958.283,2278.48,-607.554,-265.191,-139.898,-404.834,-379.276
Greece,"4. Land Use, Land-Use Change and Forestry",4.B.1 Cropland Remaining Cropland,CO₂,kt,-807.671,-807.671,-858.65,-808.725,-1045.23,-970.573,-1048.3,-407.338,-992.779,-837.7,-1021.94,-934.398,-707.811,-785.407,-449.257,-522.497,-659.318,-642.018,225.22,-697.686,-539.963,-332.123,-569.916,-582.801,958.283,2278.48,-607.554,-265.191,-139.898,-404.834,-379.276
Greece,"4. Land Use, Land-Use Change and Forestry",4.B.2 Land Converted to Cropland,Aggregate GHGs,kt CO₂ equivalent,52.7986,52.7986,59.4974,13.4341,13.6545,13.397,13.5224,13.519,13.3841,13.4385,13.5254,76.9387,91.2949,30.2909,30.3448,30.3924,30.2099,30.2517,30.3644,30.2455,30.2893,23.9412,17.1172,17.0651,17.1174,17.4093,17.106,17.2739,17.2831,17.2737,17.3692
Greece,"4. Land Use, Land-Use Change and Forestry",4.B.2 Land Converted to Cropland,CO₂,kt,52.2777,52.2777,58.4557,12.3914,12.6088,12.3508,12.4746,12.4704,12.3353,12.3895,12.4756,75.262,88.929,27.9243,27.9771,28.0224,27.8398,27.8812,27.9923,27.8733,27.9166,22.0861,15.7792,15.7279,15.7793,16.0656,15.7638,15.9307,15.9389,15.929,16.0159
Greece,"4. Land Use, Land-Use Change and Forestry",4.B.2 Land Converted to Cropland,N₂O,kt,0.00174776,0.00174776,0.00349553,0.00349915,0.00350897,0.00351076,0.00351601,0.00351878,0.00351934,0.00352015,0.00352285,0.00562667,0.00793929,0.00794164,0.00794526,0.007953,0.0079535,0.00795497,0.00795998,0.00796043,0.00796227,0.00622516,0.00449002,0.00448726,0.00449006,0.0045092,0.00450394,0.00450726,0.00451073,0.00451226,0.00454103
Greece,"4. Land Use, Land-Use Change and Forestry",4.C Grassland,Aggregate GHGs,kt CO₂ equivalent,17.2061,17.2061,14.5846,45.0582,85.7356,-12.3313,-28.8409,-33.2656,-25.4104,-21.4694,-83.1271,-41.458,-95.136,-88.194,-102.958,-50.6787,-280.639,-368.064,-239.336,-429.66,-442.813,-461.424,-320.193,-749.511,-654.72,-503.449,-1243.47,-1371.8,-1261.97,-1695.07,-1662.16
Greece,"4. Land Use, Land-Use Change and Forestry",4.C Grassland,CH₄,kt,0.628151,0.628151,0.531758,1.61062,1.12903,1.17674,0.498526,0.536881,0.807951,1.58723,0.179202,2.48388,0.499926,0.0935687,0.125354,0.309027,0.225636,0.253495,5.13774,0.541183,0.538557,0.102091,0.475153,0.871863,0.573266,0.332789,0.26219,0.775905,0.524209,0.61767,2.27554
Greece,"4. Land Use, Land-Use Change and Forestry",4.C Grassland,CO₂,kt,0.215192,0.215192,0.201065,1.49181,54.8669,-44.4925,-42.7636,-48.2572,-47.7343,-64.8727,-88.4471,-109.117,-109.131,-91.1979,-106.828,-59.5203,-287.225,-375.404,-378.789,-444.783,-457.88,-464.687,-333.547,-773.595,-670.399,-512.621,-1250.63,-1392.83,-1276.18,-1711.81,-1723.76
Greece,"4. Land Use, Land-Use Change and Forestry",4.C Grassland,N₂O,kt,0.00431916,0.00431916,0.00365646,0.011077,0.00886901,0.00920382,0.0048979,0.00526702,0.00713115,0.0124918,0.00281844,0.0186631,0.00502341,0.00223039,0.00247238,0.00374474,0.00317143,0.00336453,0.0369462,0.00534772,0.00537968,0.0023848,0.0049496,0.00767597,0.00452021,0.00286011,0.00201796,0.00544839,0.00372025,0.00437279,0.0158165
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.1 Grassland Remaining Grassland,Aggregate GHGs,kt CO₂ equivalent,17.1778,17.1778,14.5823,43.6062,31.0365,31.8621,13.5134,14.5533,21.9542,42.9737,4.87751,67.2223,13.5443,2.70594,3.44833,8.37486,6.11537,7.13966,139.183,14.6651,14.9363,2.79268,12.9188,23.9596,15.5081,9.14759,7.14319,21.1573,15.0509,17.22,61.8253
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.1 Grassland Remaining Grassland,CH₄,kt,0.628151,0.628151,0.531758,1.61062,1.12903,1.17674,0.498526,0.536881,0.807951,1.58723,0.179202,2.48388,0.499926,0.0935687,0.125354,0.309027,0.225636,0.253495,5.13774,0.541183,0.538557,0.102091,0.475153,0.871863,0.573266,0.332789,0.26219,0.775905,0.524209,0.61767,2.27554
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.1 Grassland Remaining Grassland,CO₂,kt,0.18714,0.18714,0.198891,0.0410842,0.49763,0.0327453,0.0288716,0.0313863,0.100128,0.0410375,0.0303129,0.0365268,0.0218969,0.175025,0.0576591,0.01607,0.0122032,0.282931,0.213869,0.0267506,0.369032,0.0312451,0.0664929,0.376755,0.00193167,0.146055,0.0512831,0.170032,0.871739,0.512773,0.274633
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.1 Grassland Remaining Grassland,N₂O,kt,0.00431854,0.00431854,0.00365584,0.011073,0.00776209,0.00809008,0.00342737,0.00369105,0.00555467,0.0109122,0.00123202,0.0170766,0.00343699,0.000643284,0.000861809,0.00212456,0.00155125,0.00174278,0.035322,0.00372064,0.00370258,0.000701877,0.00326667,0.00599406,0.0039412,0.00228793,0.00180256,0.00533435,0.00360393,0.00424648,0.0156444
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.2 Land Converted to Grassland,Aggregate GHGs,kt CO₂ equivalent,0.0282371,0.0282371,0.00235969,1.45192,54.6991,-44.1933,-42.3542,-47.819,-47.3646,-64.4431,-88.0046,-108.68,-108.68,-90.8999,-106.406,-59.0536,-286.754,-375.204,-378.519,-444.325,-457.75,-464.217,-333.112,-773.471,-670.228,-512.596,-1250.62,-1392.96,-1277.02,-1712.29,-1723.99
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.2 Land Converted to Grassland,CO₂,kt,0.028052,0.028052,0.00217454,1.45072,54.3692,-44.5252,-42.7925,-48.2886,-47.8344,-64.9138,-88.4774,-109.153,-109.153,-91.3729,-106.886,-59.5364,-287.237,-375.687,-379.003,-444.81,-458.249,-464.718,-333.613,-773.972,-670.401,-512.767,-1250.68,-1393,-1277.06,-1712.32,-1724.04
Greece,"4. Land Use, Land-Use Change and Forestry",4.C.2 Land Converted to Grassland,N₂O,kt,6.21297e-07,6.21297e-07,6.21297e-07,4.01557e-06,0.00110692,0.00111375,0.00147053,0.00157597,0.00157648,0.00157955,0.00158642,0.00158642,0.00158642,0.0015871,0.00161057,0.00162018,0.00162018,0.00162175,0.00162421,0.00162708,0.0016771,0.00168293,0.00168293,0.00168192,0.000579011,0.000572186,0.000215402,0.000114037,0.000116312,0.000126312,0.0001721
Greece,"4. Land Use, Land-Use Change and Forestry",4.D Wetlands,Aggregate GHGs,kt CO₂ equivalent,,,,0.0427842,0.706515,0.264006,0.0828113,0.211162,0.580958,2.18508,0.357481,2.55791,0.789706,2.42435,1.41817,26.5582,3.35395,4.49334,3.8409,3.05957,3.05957,2.83064,2.80949,3.07181,2.73625,0.100539,0.0804279,0.0337057,0.015609,0.224328,0.268214
Greece,"4. Land Use, Land-Use Change and Forestry",4.D Wetlands,CO₂,kt,,,,0.0424249,0.700425,0.257532,0.0763286,0.203734,0.56956,2.15703,0.329432,2.5119,0.742035,2.37383,1.36961,26.3032,3.09741,4.23408,3.58419,2.81951,2.81951,2.60854,2.58905,2.85335,2.52156,0.0926504,0.0741173,0.031061,0.0143843,0.206183,0.24717
Greece,"4. Land Use, Land-Use Change and Forestry",4.D Wetlands,N₂O,kt,,,,1.20554e-06,2.0434e-05,2.17239e-05,2.1754e-05,2.49246e-05,3.82458e-05,9.41234e-05,9.41234e-05,0.000154401,0.000159969,0.000169531,0.000162929,0.000855613,0.000860878,0.000870009,0.000861452,0.000805575,0.000805575,0.000745298,0.000739729,0.000733071,0.000720445,2.64715e-05,2.11764e-05,8.87458e-06,4.1098e-06,6.08896e-05,7.0619e-05
Greece,"4. Land Use, Land-Use Change and Forestry",4.D.2 Land Converted to Wetlands,Aggregate GHGs,kt CO₂ equivalent,,,,0.0427842,0.706515,0.264006,0.0828113,0.211162,0.580958,2.18508,0.357481,2.55791,0.789706,2.42435,1.41817,26.5582,3.35395,4.49334,3.8409,3.05957,3.05957,2.83064,2.80949,3.07181,2.73625,0.100539,0.0804279,0.0337057,0.015609,0.224328,0.268214
Greece,"4. Land Use, Land-Use Change and Forestry",4.D.2 Land Converted to Wetlands,CO₂,kt,,,,0.0424249,0.700425,0.257532,0.0763286,0.203734,0.56956,2.15703,0.329432,2.5119,0.742035,2.37383,1.36961,26.3032,3.09741,4.23408,3.58419,2.81951,2.81951,2.60854,2.58905,2.85335,2.52156,0.0926504,0.0741173,0.031061,0.0143843,0.206183,0.24717
Greece,"4. Land Use, Land-Use Change and Forestry",4.D.2 Land Converted to Wetlands,N₂O,kt,,,,1.20554e-06,2.0434e-05,2.17239e-05,2.1754e-05,2.49246e-05,3.82458e-05,9.41234e-05,9.41234e-05,0.000154401,0.000159969,0.000169531,0.000162929,0.000855613,0.000860878,0.000870009,0.000861452,0.000805575,0.000805575,0.000745298,0.000739729,0.000733071,0.000720445,2.64715e-05,2.11764e-05,8.87458e-06,4.1098e-06,6.08896e-05,7.0619e-05
Greece,"4. Land Use, Land-Use Change and Forestry",4.E Settlements,Aggregate GHGs,kt CO₂ equivalent,50.1233,50.1233,55.4731,56.0788,60.1091,64.5107,66.1382,80.1761,75.0597,78.336,85.0919,93.4307,93.3645,98.3666,116.3,110.896,120.299,120.965,125.19,127.348,128.824,127.886,126.415,138.501,127.613,125.585,126.985,140.221,138.232,138.593,135.696
Greece,"4. Land Use, Land-Use Change and Forestry",4.E Settlements,CO₂,kt,49.7386,49.7386,54.7639,55.0695,58.8036,62.8993,64.2362,77.9497,72.5364,75.5184,81.9598,89.959,89.5791,94.2541,111.794,106.051,115.062,115.368,119.25,121.076,122.236,121.341,119.888,131.894,120.999,118.988,120.374,133.563,131.488,131.749,128.813
